Loai,So,DungBoi_Linux,JX1_DangDungChoGi,MucDo,CachXuLy,PhamVi
NPC_TPL,811,"[satthu] npcs.txt ban Linux dong 812 = ""Nhiệm vụ sát thủ cấp 809""","JX1 settings\npcs.txt dong 812 = ""Nhiệm vụ sát thủ cấp 809"" - TRUNG TEN",TRUNG NHE,Giu nguyen id,
NPC_TPL,812,"[satthu] npcs.txt ban Linux dong 813 = ""Nhiệm vụ sát thủ cấp 901""","JX1 settings\npcs.txt dong 813 = ""Nhiệm vụ sát thủ cấp 901"" - TRUNG TEN",TRUNG NHE,Giu nguyen id,
NPC_TPL,813,"[satthu] npcs.txt ban Linux dong 814 = ""Nhiệm vụ sát thủ cấp 902""","JX1 settings\npcs.txt dong 814 = ""Nhiệm vụ sát thủ cấp 902"" - TRUNG TEN",TRUNG NHE,Giu nguyen id,
NPC_TPL,814,"[satthu] npcs.txt ban Linux dong 815 = ""Nhiệm vụ sát thủ cấp 903""","JX1 settings\npcs.txt dong 815 = ""Nhiệm vụ sát thủ cấp 903"" - TRUNG TEN",TRUNG NHE,Giu nguyen id,
NPC_TPL,815,"[satthu] npcs.txt ban Linux dong 816 = ""Nhiệm vụ sát thủ cấp 904""","JX1 settings\npcs.txt dong 816 = ""Nhiệm vụ sát thủ cấp 904"" - TRUNG TEN",TRUNG NHE,Giu nguyen id,
NPC_TPL,816,"[satthu] npcs.txt ban Linux dong 817 = ""Nhiệm vụ sát thủ cấp 905""","JX1 settings\npcs.txt dong 817 = ""Nhiệm vụ sát thủ cấp 905"" - TRUNG TEN",TRUNG NHE,Giu nguyen id,
NPC_TPL,817,"[satthu] npcs.txt ban Linux dong 818 = ""Nhiệm vụ sát thủ cấp 906""","JX1 settings\npcs.txt dong 818 = ""Nhiệm vụ sát thủ cấp 906"" - TRUNG TEN",TRUNG NHE,Giu nguyen id,
NPC_TPL,818,"[satthu] npcs.txt ban Linux dong 819 = ""Nhiệm vụ sát thủ cấp 907""","JX1 settings\npcs.txt dong 819 = ""Nhiệm vụ sát thủ cấp 907"" - TRUNG TEN",TRUNG NHE,Giu nguyen id,
NPC_TPL,819,"[satthu] npcs.txt ban Linux dong 820 = ""Nhiệm vụ sát thủ cấp 908""","JX1 settings\npcs.txt dong 820 = ""Nhiệm vụ sát thủ cấp 908"" - TRUNG TEN",TRUNG NHE,Giu nguyen id,
NPC_TPL,820,"[satthu] npcs.txt ban Linux dong 821 = ""Nhiệm vụ sát thủ cấp 909""","JX1 settings\npcs.txt dong 821 = ""Nhiệm vụ sát thủ cấp 909"" - TRUNG TEN",TRUNG NHE,Giu nguyen id,
NPC_TPL,975,"[vuotai] npcs.txt ban Linux dong 976 = ""(sơ cấp) Sương Đao""","JX1 settings\npcs.txt dong 976 = ""(sơ cấp) Sương Đao"" - TRUNG TEN",TRUNG NHE,Giu nguyen id,
NPC_TPL,976,"[vuotai] npcs.txt ban Linux dong 977 = ""(sơ cấp) Phi Sa""","JX1 settings\npcs.txt dong 977 = ""(sơ cấp) Phi Sa"" - TRUNG TEN",TRUNG NHE,Giu nguyen id,
NPC_TPL,977,"[vuotai] npcs.txt ban Linux dong 978 = ""(sơ cấp) Sương Liêm""","JX1 settings\npcs.txt dong 978 = ""(sơ cấp) Sương Liêm"" - TRUNG TEN",TRUNG NHE,Giu nguyen id,
NPC_TPL,978,"[vuotai] npcs.txt ban Linux dong 979 = ""(sơ cấp) Thừa Phong""","JX1 settings\npcs.txt dong 979 = ""(sơ cấp) Thừa Phong"" - TRUNG TEN",TRUNG NHE,Giu nguyen id,
NPC_TPL,979,"[vuotai] npcs.txt ban Linux dong 980 = ""(sơ cấp) Thủy Quỷ""","JX1 settings\npcs.txt dong 980 = ""(sơ cấp) Thủy Quỷ"" - TRUNG TEN",TRUNG NHE,Giu nguyen id,
NPC_TPL,980,"[vuotai] npcs.txt ban Linux dong 981 = ""(sơ cấp) Thần Tý""","JX1 settings\npcs.txt dong 981 = ""(sơ cấp) Thần Tý"" - TRUNG TEN",TRUNG NHE,Giu nguyen id,
NPC_TPL,981,"[vuotai] npcs.txt ban Linux dong 982 = ""(sơ cấp) Tranh Hán""","JX1 settings\npcs.txt dong 982 = ""(sơ cấp) Tranh Hán"" - TRUNG TEN",TRUNG NHE,Giu nguyen id,
NPC_TPL,982,"[vuotai] npcs.txt ban Linux dong 983 = ""(sơ cấp) Phá Lang""","JX1 settings\npcs.txt dong 983 = ""(sơ cấp) Phá Lang"" - TRUNG TEN",TRUNG NHE,Giu nguyen id,
NPC_TPL,983,"[vuotai] npcs.txt ban Linux dong 984 = ""(sơ cấp) ảnh Côn""","JX1 settings\npcs.txt dong 984 = ""(sơ cấp) ảnh Côn"" - TRUNG TEN",TRUNG NHE,Giu nguyen id,
NPC_TPL,984,"[vuotai] npcs.txt ban Linux dong 985 = ""(sơ cấp) Đao Tử""","JX1 settings\npcs.txt dong 985 = ""(sơ cấp) Đao Tử"" - TRUNG TEN",TRUNG NHE,Giu nguyen id,
NPC_TPL,985,"[vuotai] npcs.txt ban Linux dong 986 = ""(sơ cấp) Lang Bổng""","JX1 settings\npcs.txt dong 986 = ""(sơ cấp) Lang Bổng"" - TRUNG TEN",TRUNG NHE,Giu nguyen id,
NPC_TPL,986,"[vuotai] npcs.txt ban Linux dong 987 = ""(sơ cấp) Hắc Cân""","JX1 settings\npcs.txt dong 987 = ""(sơ cấp) Hắc Cân"" - TRUNG TEN",TRUNG NHE,Giu nguyen id,
NPC_TPL,987,"[vuotai] npcs.txt ban Linux dong 988 = ""(sơ cấp) npc Chú thuật""","JX1 settings\npcs.txt dong 988 = ""(sơ cấp) npc Chú thuật"" - TRUNG TEN",TRUNG NHE,Giu nguyen id,
NPC_TPL,988,"[vuotai] npcs.txt ban Linux dong 989 = ""(sơ cấp) npc té ngã""","JX1 settings\npcs.txt dong 989 = ""(sơ cấp) npc té ngã"" - TRUNG TEN",TRUNG NHE,Giu nguyen id,
NPC_TPL,989,"[vuotai] npcs.txt ban Linux dong 990 = ""(sơ cấp) npc hôn mê""","JX1 settings\npcs.txt dong 990 = ""(sơ cấp) npc hôn mê"" - TRUNG TEN",TRUNG NHE,Giu nguyen id,
NPC_TPL,990,"[vuotai] npcs.txt ban Linux dong 991 = ""(sơ cấp) npc giảm tốc""","JX1 settings\npcs.txt dong 991 = ""(sơ cấp) npc giảm tốc"" - TRUNG TEN",TRUNG NHE,Giu nguyen id,
NPC_TPL,991,"[vuotai] npcs.txt ban Linux dong 992 = ""(sơ cấp) npc Chú thuật""","JX1 settings\npcs.txt dong 992 = ""(sơ cấp) npc Chú thuật"" - TRUNG TEN",TRUNG NHE,Giu nguyen id,
NPC_TPL,992,"[vuotai] npcs.txt ban Linux dong 993 = ""(sơ cấp) npc siêu mạnh""","JX1 settings\npcs.txt dong 993 = ""(sơ cấp) npc siêu mạnh"" - TRUNG TEN",TRUNG NHE,Giu nguyen id,
NPC_TPL,993,"[vuotai] npcs.txt ban Linux dong 994 = ""(sơ cấp) npc phản đòn""","JX1 settings\npcs.txt dong 994 = ""(sơ cấp) npc phản đòn"" - TRUNG TEN",TRUNG NHE,Giu nguyen id,
NPC_TPL,994,"[vuotai] npcs.txt ban Linux dong 995 = ""(sơ cấp) tiểu Boss nam 1""","JX1 settings\npcs.txt dong 995 = ""(sơ cấp) tiểu Boss nam 1"" - TRUNG TEN",TRUNG NHE,Giu nguyen id,
NPC_TPL,995,"[vuotai] npcs.txt ban Linux dong 996 = ""(sơ cấp) tiểu Boss nam 2""","JX1 settings\npcs.txt dong 996 = ""(sơ cấp) tiểu Boss nam 2"" - TRUNG TEN",TRUNG NHE,Giu nguyen id,
NPC_TPL,996,"[vuotai] npcs.txt ban Linux dong 997 = ""(sơ cấp) tiểu Boss nam 3""","JX1 settings\npcs.txt dong 997 = ""(sơ cấp) tiểu Boss nam 3"" - TRUNG TEN",TRUNG NHE,Giu nguyen id,
NPC_TPL,997,"[vuotai] npcs.txt ban Linux dong 998 = ""(sơ cấp) tiểu Boss nam 4""","JX1 settings\npcs.txt dong 998 = ""(sơ cấp) tiểu Boss nam 4"" - TRUNG TEN",TRUNG NHE,Giu nguyen id,
NPC_TPL,998,"[vuotai] npcs.txt ban Linux dong 999 = ""(sơ cấp) tiểu Boss nam 5""","JX1 settings\npcs.txt dong 999 = ""(sơ cấp) tiểu Boss nam 5"" - TRUNG TEN",TRUNG NHE,Giu nguyen id,
NPC_TPL,999,"[vuotai] npcs.txt ban Linux dong 1000 = ""(sơ cấp) tiểu Boss nam 6""","JX1 settings\npcs.txt dong 1000 = ""(sơ cấp) tiểu Boss nam 6"" - TRUNG TEN",TRUNG NHE,Giu nguyen id,
TASK,1036,[phonglangdo+vuotai] (so truc tiep) | script\event\storm\function.lua:397; script\event\storm\function.lua:419,"Linux 1036 = so lan huy nhiem vu Da Tau (storm\function.lua:397,419). JX1 dung y het o event\storm\function.lua:397,419 + global\seasonnpc.lua:241.",TRUNG NHE,Giu nguyen (tep storm da port y byte).,HO TRO
TASK,1122,[phonglangdo+vuotai] (so truc tiep) | script\battles\weeklyrank.lua:144,"Linux 1122 = danh hieu xep hang tuan (battles\weeklyrank.lua:144 SetTask(1122, nTitle)). JX1 1122 = TASK_ACTIVE_TITLE (global\titlefuncs.lua:5,108 - danh hieu dang kich hoat).",TRUNG NHE,"Cung he danh hieu, giu nguyen; kiem lai neu weeklyrank duoc port that.",HO TRO
TASK,1201,[phonglangdo+satthu+vuotai] TSK_MESSENGER_FENG | script\task\metempsychosis\task_func.lua:170,"TSK_MESSENGER_FENG - JX1 da port Tin Su 21/08, dung cung so tai task\tollgate\messenger\lib_messenger.lua:39,78 ...",TRUNG NHE,Giu nguyen.,HO TRO
TASK,1202,[phonglangdo+satthu+vuotai] TSK_MESSENGER_SHAN | script\task\metempsychosis\task_func.lua:170,TSK_MESSENGER_SHAN - nhu tren.,TRUNG NHE,Giu nguyen.,HO TRO
TASK,1203,[phonglangdo+satthu+vuotai] TSK_MESSENGER_QIAN | script\task\metempsychosis\task_func.lua:170,TSK_MESSENGER_QIAN - nhu tren.,TRUNG NHE,Giu nguyen.,HO TRO
TASK,1550,[phonglangdo+satthu+vuotai] TSK_REMAIN_COUNT | script\event\storm\function.lua:396; script\event\storm\function.lua:417; script\missions\challengeoftime\npc\dragonboat_main.lua:148; script\missions\challengeoftime\npc\dragonboat_main.lua:151 ...+2 cho,"Linux 1550 dung O HAI CHO cung mot he: storm\function.lua:396,417 ghi chu GBK 'sat thu tien hanh so lan' va chuangguan TSK_REMAIN_COUNT (include.lua:20). Map vuot ai trong MapList ten GBK la 'sat thu de thi luyen' => CUNG MOT tinh nang. JX1 da co y het o event\storm\function.lua:396,417.",TRUNG NHE,Giu nguyen 1550.,LOI
TASK,1661,[phonglangdo+vuotai] STORM_TASKID_DAY = STORM_TASKID_BASE+1 | script\event\storm\head.lua:4,JX1 DA CO y het: script\event\storm\head.lua:2 (STORM_TASKID_BASE = 1661-1) - cung he Phong Bao,TRUNG NHE,Giu nguyen (tep storm da port trung byte),HO TRO
TASK,1662,[phonglangdo+vuotai] STORM_TASKID_DAY_POINT = STORM_TASKID_BASE+2 | script\event\storm\head.lua:5,JX1 DA CO y het: script\event\storm\head.lua:2 (STORM_TASKID_BASE = 1661-1) - cung he Phong Bao,TRUNG NHE,Giu nguyen (tep storm da port trung byte),HO TRO
TASK,1663,[phonglangdo+vuotai] STORM_TASKID_DAY_LASTPOINT = STORM_TASKID_BASE+3 | script\event\storm\head.lua:6,JX1 DA CO y het: script\event\storm\head.lua:2 (STORM_TASKID_BASE = 1661-1) - cung he Phong Bao,TRUNG NHE,Giu nguyen (tep storm da port trung byte),HO TRO
TASK,1664,[phonglangdo+vuotai] STORM_TASKID_DAY_AWARD = STORM_TASKID_BASE+4 | script\event\storm\head.lua:7,JX1 DA CO y het: script\event\storm\head.lua:2 (STORM_TASKID_BASE = 1661-1) - cung he Phong Bao,TRUNG NHE,Giu nguyen (tep storm da port trung byte),HO TRO
TASK,1665,[phonglangdo+vuotai] STORM_TASKID_DAY_LASTAWARD = STORM_TASKID_BASE+5 | script\event\storm\head.lua:8,JX1 DA CO y het: script\event\storm\head.lua:2 (STORM_TASKID_BASE = 1661-1) - cung he Phong Bao,TRUNG NHE,Giu nguyen (tep storm da port trung byte),HO TRO
TASK,1666,[phonglangdo+vuotai] STORM_TASKID_WEEK = STORM_TASKID_BASE+6 | script\event\storm\head.lua:9,JX1 DA CO y het: script\event\storm\head.lua:2 (STORM_TASKID_BASE = 1661-1) - cung he Phong Bao,TRUNG NHE,Giu nguyen (tep storm da port trung byte),HO TRO
TASK,1667,[phonglangdo+vuotai] STORM_TASKID_WEEK_POINT = STORM_TASKID_BASE+7 | script\event\storm\head.lua:10,JX1 DA CO y het: script\event\storm\head.lua:2 (STORM_TASKID_BASE = 1661-1) - cung he Phong Bao,TRUNG NHE,Giu nguyen (tep storm da port trung byte),HO TRO
TASK,1668,[phonglangdo+vuotai] STORM_TASKID_WEEK_LASTPOINT = STORM_TASKID_BASE+8 | script\event\storm\head.lua:11,JX1 DA CO y het: script\event\storm\head.lua:2 (STORM_TASKID_BASE = 1661-1) - cung he Phong Bao,TRUNG NHE,Giu nguyen (tep storm da port trung byte),HO TRO
TASK,1669,[phonglangdo+vuotai] STORM_TASKID_WEEK_AWARD = STORM_TASKID_BASE+9 | script\event\storm\head.lua:12,JX1 DA CO y het: script\event\storm\head.lua:2 (STORM_TASKID_BASE = 1661-1) - cung he Phong Bao,TRUNG NHE,Giu nguyen (tep storm da port trung byte),HO TRO
TASK,1671,[phonglangdo+vuotai] STORM_TASKID_MONTH = STORM_TASKID_BASE+11 | script\event\storm\head.lua:13,JX1 DA CO y het: script\event\storm\head.lua:2 (STORM_TASKID_BASE = 1661-1) - cung he Phong Bao,TRUNG NHE,Giu nguyen (tep storm da port trung byte),HO TRO
TASK,1672,[phonglangdo+vuotai] STORM_TASKID_MONTH_POINT = STORM_TASKID_BASE+12 | script\event\storm\head.lua:14,JX1 DA CO y het: script\event\storm\head.lua:2 (STORM_TASKID_BASE = 1661-1) - cung he Phong Bao,TRUNG NHE,Giu nguyen (tep storm da port trung byte),HO TRO
TASK,1673,[phonglangdo+vuotai] STORM_TASKID_MONTH_LASTPOINT = STORM_TASKID_BASE+13 | script\event\storm\head.lua:15,JX1 DA CO y het: script\event\storm\head.lua:2 (STORM_TASKID_BASE = 1661-1) - cung he Phong Bao,TRUNG NHE,Giu nguyen (tep storm da port trung byte),HO TRO
TASK,1674,[phonglangdo+vuotai] STORM_TASKID_MONTH_AWARD = STORM_TASKID_BASE+14 | script\event\storm\head.lua:16,JX1 DA CO y het: script\event\storm\head.lua:2 (STORM_TASKID_BASE = 1661-1) - cung he Phong Bao,TRUNG NHE,Giu nguyen (tep storm da port trung byte),HO TRO
TASK,1676,[phonglangdo+vuotai] STORM_TASKID_GAMEID_SS = STORM_TASKID_BASE+16 | script\event\storm\head.lua:17,JX1 DA CO y het: script\event\storm\head.lua:2 (STORM_TASKID_BASE = 1661-1) - cung he Phong Bao,TRUNG NHE,Giu nguyen (tep storm da port trung byte),HO TRO
TASK,1677,[phonglangdo+vuotai] STORM_TASKID_GAMES = STORM_TASKID_BASE+17 | script\event\storm\head.lua:18,JX1 DA CO y het: script\event\storm\head.lua:2 (STORM_TASKID_BASE = 1661-1) - cung he Phong Bao,TRUNG NHE,Giu nguyen (tep storm da port trung byte),HO TRO
TASK,1678,[phonglangdo+vuotai] STORM_TASKID_DATE = STORM_TASKID_BASE+18 | script\event\storm\head.lua:19,JX1 DA CO y het: script\event\storm\head.lua:2 (STORM_TASKID_BASE = 1661-1) - cung he Phong Bao,TRUNG NHE,Giu nguyen (tep storm da port trung byte),HO TRO
TASK,1679,[phonglangdo+vuotai] STORM_TASKID_LETTER = STORM_TASKID_BASE+19 | script\event\storm\head.lua:20,JX1 DA CO y het: script\event\storm\head.lua:2 (STORM_TASKID_BASE = 1661-1) - cung he Phong Bao,TRUNG NHE,Giu nguyen (tep storm da port trung byte),HO TRO
TASK,1680,[phonglangdo+vuotai] STORM_TASKID_TIPS = STORM_TASKID_BASE+20 | script\event\storm\head.lua:21,JX1 DA CO y het: script\event\storm\head.lua:2 (STORM_TASKID_BASE = 1661-1) - cung he Phong Bao,TRUNG NHE,Giu nguyen (tep storm da port trung byte),HO TRO
TASK,2361,[satthu+vuotai] TASKID_CONTRIVALUE | script\tong\contribution_entry.lua:133; script\tong\contribution_entry.lua:166; script\tong\contribution_entry.lua:186; script\tong\contribution_entry.lua:76,"TASKID_CONTRIVALUE - JX1 da co ban port o scriptjx2\tong\contribution_entry.lua:76,133.",TRUNG NHE,Giu nguyen; CHU Y hop nhat tep chu khong chep de.,HO TRO
TASK,2446,[phonglangdo] TASKID_MONEYBOX_LASTTIME | script\global\signet_head.lua:17,TASKID_MONEYBOX_LASTTIME - JX1 scriptjx2\tong\npc\city_totempole.lua:282.,TRUNG NHE,Giu nguyen.,HO TRO
TASK,2509,[satthu+vuotai] TASKID_TONG_WUSHENBLESS | script\tong\tong_award_head.lua:136,TASKID_TONG_WUSHENBLESS - JX1 scriptjx2\tong\tong_award_head.lua:136.,TRUNG NHE,Giu nguyen.,HO TRO
TASK,751,[phonglangdo+vuotai] (so truc tiep) | script\event\storm\function.lua:86; script\task\metempsychosis\translife_5.lua:97,"Linux 751 = diem tich luy Tong Kim (translife_5.lua:97, storm\function.lua:86). JX1 751 = cung la diem Tong Kim (startgame\tinhnang\tongkim\songjin_shophead.lua:127 'GetTask(751) < 2000').",TRUNG NHE,Giu nguyen.,HO TRO
TASK_TEMP,200,[phonglangdo+vuotai] (so truc tiep) | script\battles\battlehead.lua:960; script\missions\challengeoftime\chuangguang30.lua:140; script\missions\challengeoftime\chuangguang30.lua:85; script\missions\challengeoftime\mission_match.lua:43 ...+2 cho,"JX1 dung SetTaskTemp(200) DUNG cung nghia (co 'dang trong mission, cam cuu sat') tai 23 cho (7 he): item\hoatdong_admin.lua:134, missions\bw\bwhead.lua:62,137, missions\bw\bwmission.lua:54, missions\citywar_arena\head.lua:96, leavetrap.lua:11, mission.lua:65, missions\citywar_city\camper.lua:136, mission.lua:189, missions\leaguematch\head.lua:519,533, missions\tong\collectgoods\head.lua:224,260,294, tong_disciple\head.lua:187,220,252, tong_springfestival\head.lua:218,257,287, tongwar\match\head.lua:132,502, tongwar\trap\tongwar_trap.lua:116",TRUNG NHE,Giu nguyen so (cung nghia) NHUNG phai bao dam moi loi ra deu ha co ve 0 - vi 7 he dung chung MOT o. Ai quen ha co thi he sau doc nham.,LOI
CAMP,1,"[phonglangdo] SetCurCamp(1) fld_head.lua:127, fld_death.lua:7, mission.lua:113; [vuotai] mission_match.lua:67 AddMSPlayer(MISSION_MATCH, camp=1)","JX1: camp 1 la gia tri phe chung, dung khap noi (168 cho trong script). Khong phai dinh danh cap phat.",AN TOAN,Giu nguyen,LOI
GB_TASK (khoa chuoi),"""challengeoftime_ranklist""","[vuotai] nTIMERANK - rank_perday.lua:11; gb_GetTask/gb_SetTask(nTIMERANK, 1..4) rank_perday.lua:34-47","JX1 dang dung cac khoa: ""WLLS"" (leaguematch\task.lua:166-168,205-207), ""TONGWAR_STATION"" (event\tongwar\head.lua:73,77,781,787), COLLG_NAME, FESTIVAL_SHREWMOUSE, ""hat Huy Hoang"". Khong co ""challengeoftime_ranklist"".",AN TOAN,Giu nguyen. Ca hai ben deu dung RELAYTASK_LEAGUEID = 500 lam khong gian ten (script\lib\gb_taskfuncs.lua:11 - hai ban Y HET).,LOI
ITEM,"0,10,19","[satthu] 0,10,19 = ""Phong Vân Bạch Mã"" | script\task\tollgate\killer\kill_level.lua:101",JX1 KHONG co bo so nay; vat pham dung ten nam o (JX1 khong co),AN TOAN,Bo sung vat pham vao bang JX1 (chon so con trong),
ITEM,"0,10,20","[satthu] 0,10,20 = ""Phong Vân Chiến Mã"" | script\task\tollgate\killer\kill_level.lua:102",JX1 KHONG co bo so nay; vat pham dung ten nam o (JX1 khong co),AN TOAN,Bo sung vat pham vao bang JX1 (chon so con trong),
ITEM,"0,10,21","[satthu] 0,10,21 = ""Phong Vân Thần Mã"" | script\task\tollgate\killer\kill_level.lua:103",JX1 KHONG co bo so nay; vat pham dung ten nam o (JX1 khong co),AN TOAN,Bo sung vat pham vao bang JX1 (chon so con trong),
ITEM,"0,10,5","[satthu] 0,10,5 = ""Chiếu Dạ Ngọc Sư Tử"" | script\task\tollgate\killer\kill_level.lua:93; script\task\tollgate\killer\kill_level.lua:94; script\task\tollgate\killer\kill_level.lua:95","JX1 cung so = ""Chiếu Dạ Ngọc Sư Tử"" (settings\item\magicscript.txt) - TRUNG TEN",AN TOAN,Dung nguyen bo 6 tham so,
ITEM,"0,10,6","[satthu] 0,10,6 = ""Bôn Tiêu"" | script\task\tollgate\killer\kill_level.lua:99","JX1 cung so = ""Bôn Tiêu"" (settings\item\magicscript.txt) - TRUNG TEN",AN TOAN,Dung nguyen bo 6 tham so,
ITEM,"0,10,7","[satthu] 0,10,7 = ""Phiên Vũ"" | script\task\tollgate\killer\kill_level.lua:100","JX1 cung so = ""Phiên Vũ"" (settings\item\magicscript.txt) - TRUNG TEN",AN TOAN,Dung nguyen bo 6 tham so,
ITEM,"0,10,8","[satthu] 0,10,8 = ""Phi Vân"" | script\task\tollgate\killer\kill_level.lua:98","JX1 cung so = ""Phi Vân"" (settings\item\magicscript.txt) - TRUNG TEN",AN TOAN,Dung nguyen bo 6 tham so,
ITEM,"1,2,0","[vuotai] 1,2,0 = ""Ngũ Hoa Ngọc Lộ Hoàn"" | script\missions\challengeoftime\award.lua:221(DropItem)","JX1 cung so = ""Ngũ Hoa Ngọc Lộ Hoàn"" (settings\item\magicscript.txt) - TRUNG TEN",AN TOAN,Dung nguyen bo 6 tham so,
ITEM,"3,1,6","[vuotai] 3,1,6 = """" | script\missions\challengeoftime\item\chuangguanbaoxiang.lua:159(ConsumeItem); script\missions\challengeoftime\npc\dragonboat_main.lua:142(ConsumeItem)",JX1 KHONG co bo so nay; vat pham dung ten nam o (JX1 khong co),AN TOAN,Bo sung vat pham vao bang JX1 (chon so con trong),
ITEM,"3,6,1","[satthu] 3,6,1 = """" | script\task\tollgate\killer\shashou_mibao.lua:16(CalcItemCount)",JX1 KHONG co bo so nay; vat pham dung ten nam o (JX1 khong co),AN TOAN,Bo sung vat pham vao bang JX1 (chon so con trong),
ITEM,"4,238,1","[satthu] 4,238,1 = """" | script\missions\boss\bigboss.lua:33; script\missions\boss\bigboss.lua:46",JX1 KHONG co bo so nay; vat pham dung ten nam o (JX1 khong co),AN TOAN,Bo sung vat pham vao bang JX1 (chon so con trong),
ITEM,"4,239,1","[satthu] 4,239,1 = """" | script\missions\boss\bigboss.lua:32; script\missions\boss\bigboss.lua:45",JX1 KHONG co bo so nay; vat pham dung ten nam o (JX1 khong co),AN TOAN,Bo sung vat pham vao bang JX1 (chon so con trong),
ITEM,"4,240,1","[satthu] 4,240,1 = """" | script\missions\boss\bigboss.lua:34; script\missions\boss\bigboss.lua:47",JX1 KHONG co bo so nay; vat pham dung ten nam o (JX1 khong co),AN TOAN,Bo sung vat pham vao bang JX1 (chon so con trong),
ITEM,"4,353,1","[satthu] 4,353,1 = """" | script\missions\boss\bigboss.lua:35; script\missions\boss\bigboss.lua:48",JX1 KHONG co bo so nay; vat pham dung ten nam o (JX1 khong co),AN TOAN,Bo sung vat pham vao bang JX1 (chon so con trong),
ITEM,"6,1,22","[satthu] 6,1,22 = ""Tẩy Tủy Kinh"" | script\missions\boss\bigboss.lua:58","JX1 cung so = ""Tẩy Tủy Kinh"" (settings\item\magicscript.txt) - TRUNG TEN",AN TOAN,Dung nguyen bo 6 tham so,
ITEM,"6,1,26","[satthu] 6,1,26 = ""Võ Lâm Mật Tịch"" | script\missions\boss\bigboss.lua:57","JX1 cung so = ""Võ Lâm Mật Tịch"" (settings\item\magicscript.txt) - TRUNG TEN",AN TOAN,Dung nguyen bo 6 tham so,
ITEM,"6,1,30009","[vuotai] 6,1,30009 = ""Đồ Phổ Tinh Sương Hộ Uyển"" | script\missions\challengeoftime\chuangguang30.lua:51",JX1 KHONG co bo so nay; vat pham dung ten nam o (JX1 khong co),AN TOAN,Bo sung vat pham vao bang JX1 (chon so con trong),
ITEM,"6,1,30010","[vuotai] 6,1,30010 = ""Đồ Phổ Tinh Sương Hạng Liên"" | script\missions\challengeoftime\chuangguang30.lua:52",JX1 KHONG co bo so nay; vat pham dung ten nam o (JX1 khong co),AN TOAN,Bo sung vat pham vao bang JX1 (chon so con trong),
ITEM,"6,1,30215","[satthu] 6,1,30215 = ""Cống Hiến Đại Lễ Bao"" | script\missions\boss\bigboss.lua:90",JX1 KHONG co bo so nay; vat pham dung ten nam o (JX1 khong co),AN TOAN,Bo sung vat pham vao bang JX1 (chon so con trong),
ITEM,"6,1,30216","[satthu] 6,1,30216 = ""Kiến Thiết Lễ Bao"" | script\missions\boss\bigboss.lua:91",JX1 KHONG co bo so nay; vat pham dung ten nam o (JX1 khong co),AN TOAN,Bo sung vat pham vao bang JX1 (chon so con trong),
ITEM,"6,1,30218","[satthu] 6,1,30218 = ""Chiến Bị Lễ Bao"" | script\missions\boss\bigboss.lua:92",JX1 KHONG co bo so nay; vat pham dung ten nam o (JX1 khong co),AN TOAN,Bo sung vat pham vao bang JX1 (chon so con trong),
ITEM,"6,1,30408","[satthu] 6,1,30408 = ""Đại Gia Hạn Phù"" | script\missions\boss\bigboss.lua:70",JX1 KHONG co bo so nay; vat pham dung ten nam o (JX1 khong co),AN TOAN,Bo sung vat pham vao bang JX1 (chon so con trong),
ITEM,"6,1,30446","[satthu] 6,1,30446 = ""Đại Thành Bí Kíp 150"" | script\missions\boss\bigboss.lua:66",JX1 KHONG co bo so nay; vat pham dung ten nam o (JX1 khong co),AN TOAN,Bo sung vat pham vao bang JX1 (chon so con trong),
ITEM,"6,1,30528","[satthu] 6,1,30528 = ""Đồ Phổ Đằng Long Khôi"" | script\missions\boss\bigboss.lua:100; script\task\tollgate\killer\kill_level.lua:107",JX1 KHONG co bo so nay; vat pham dung ten nam o (JX1 khong co),AN TOAN,Bo sung vat pham vao bang JX1 (chon so con trong),
ITEM,"6,1,30530","[satthu] 6,1,30530 = ""Đồ Phổ Đằng Long Hài"" | script\missions\boss\bigboss.lua:101; script\task\tollgate\killer\kill_level.lua:108",JX1 KHONG co bo so nay; vat pham dung ten nam o (JX1 khong co),AN TOAN,Bo sung vat pham vao bang JX1 (chon so con trong),
ITEM,"6,1,30531","[satthu] 6,1,30531 = ""Đồ Phổ Đằng Long Yêu Đái"" | script\missions\boss\bigboss.lua:102; script\task\tollgate\killer\kill_level.lua:109",JX1 KHONG co bo so nay; vat pham dung ten nam o (JX1 khong co),AN TOAN,Bo sung vat pham vao bang JX1 (chon so con trong),
ITEM,"6,1,30532","[satthu] 6,1,30532 = ""Đồ Phổ Đằng Long Hộ Uyển"" | script\missions\boss\bigboss.lua:103; script\task\tollgate\killer\kill_level.lua:110",JX1 KHONG co bo so nay; vat pham dung ten nam o (JX1 khong co),AN TOAN,Bo sung vat pham vao bang JX1 (chon so con trong),
ITEM,"6,1,30533","[satthu+vuotai] 6,1,30533 = ""Đồ Phổ Đằng Long Hạng Liên"" | script\missions\boss\bigboss.lua:104; script\task\tollgate\killer\kill_level.lua:111; script\missions\challengeoftime\chuangguang30.lua:49",JX1 KHONG co bo so nay; vat pham dung ten nam o (JX1 khong co),AN TOAN,Bo sung vat pham vao bang JX1 (chon so con trong),
